1.440560445E-4	1.625494042E-4	-7.284557796E-5
-1.544051338E-4	9.455716645E-5	1.759406005E-4
-1.758673170E-4	-2.863487680E-5	6.689819566E-5
-3.163092333E-5	1.734383477E-5	4.407308370E-5
3.825956446E-5	1.139865926E-4	1.038444098E-4
2.603104222E-4	1.954198960E-4	1.896783797E-4
-1.027848703E-4	-1.609330357E-4	-1.344986231E-4
1.931740007E-5	6.229860446E-5	2.638815386E-5
4.896489190E-5	3.367103272E-5	3.570157787E-5
-7.826261935E-6	3.641279545E-5	2.751500688E-5
1.045846584E-4	4.298794374E-5	4.786371210E-5
-9.005585162E-5	1.905234421E-5	-7.751837256E-5
1.343314361E-4	5.153414531E-5	4.393652125E-5
-1.120349116E-4	-7.974597247E-5	-3.507468136E-5
4.472902583E-5	3.530803224E-5	1.384918050E-5
-2.136480725E-5	1.475531280E-5	3.253566683E-5
-1.007144238E-4	-8.340014028E-5	-3.609932901E-5
4.376699508E-4	5.269186804E-4	5.362775992E-4
-5.796736787E-6	8.653305849E-5	4.549344885E-5
-1.951250015E-4	-1.001792316E-5	-2.677707198E-5
1.274911392E-5	-4.033900404E-5	-2.984642379E-5
9.571804549E-5	5.552344737E-5	5.861535828E-5
8.536831047E-6	4.418658864E-5	4.298166004E-6
2.078923171E-5	-3.263447070E-6	5.098037218E-5
-1.950143815E-5	-5.049676111E-5	-1.600061478E-5
1.031203210E-4	1.327179343E-4	9.952156688E-5
-6.418871344E-4	-6.454906543E-4	-7.320265868E-4
5.456548024E-5	3.489931623E-5	6.075358397E-5
7.985279080E-5	9.226462862E-5	8.663260815E-5
7.516096957E-5	1.060938594E-4	8.972053911E-5
1.883409095E-5	-1.591186265E-5	-2.584381764E-5
7.085080724E-4	7.148860022E-4	7.710636128E-4
-3.943998308E-5	-5.448005686E-5	-5.776940088E-5
1.785087661E-4	2.134199312E-4	1.155784630E-4
1.446512761E-4	1.257718832E-4	1.488379639E-4
6.751681212E-5	7.622943667E-5	6.402439612E-5
9.801058332E-5	1.563005499E-4	1.220191843E-4
6.181685603E-5	6.617594772E-5	8.318770415E-5
1.043345401E-4	1.185294241E-4	1.142584588E-4
7.279439160E-5	3.669103899E-5	4.795990026E-5
1.678553235E-4	1.438782783E-4	1.520337391E-4
9.695820336E-5	9.402706928E-5	1.033967492E-4
1.715539984E-4	1.818599412E-4	2.082694991E-4
9.958626470E-5	1.129305092E-4	1.189524119E-4
1.320613519E-4	1.289591601E-4	1.133739061E-4
3.960336035E-4	3.473786928E-4	3.582375939E-4
-9.292423783E-5	-9.038645658E-5	-1.109615332E-4
3.139516048E-4	2.965744061E-4	2.984920575E-4
1.453312289E-4	1.141607499E-4	1.470160787E-4
3.307138104E-4	3.237541241E-4	3.257083008E-4
4.183321435E-4	4.293583916E-4	4.232663196E-4
3.915441630E-4	3.883797617E-4	4.112085735E-4
2.348385606E-4	1.871849527E-4	2.167083003E-4
2.386907872E-4	2.549763303E-4	2.583258029E-4
4.013011348E-4	3.948910162E-4	4.068700946E-4
4.374236159E-4	4.686921893E-4	4.439167678E-4
4.590992467E-4	4.672228824E-4	4.879753105E-4
4.329611838E-4	4.310786899E-4	4.429165274E-4
4.098626086E-4	3.870984947E-4	3.874781542E-4
2.591135271E-4	2.909952018E-4	2.804939577E-4
1.273613452E-4	7.423348870E-5	1.139549349E-4
4.281171423E-4	4.054663295E-4	3.959031892E-4
3.365413286E-4	3.255753545E-4	3.561541671E-4
2.718626929E-4	2.555797982E-4	3.316533985E-4
1.590574539E-4	1.608542370E-4	1.930356957E-4
2.580948931E-4	2.425021521E-4	2.632505202E-4
1.776318968E-4	1.690709032E-4	1.789027301E-4
4.405670043E-4	4.315563710E-4	4.485083919E-4
4.237749963E-4	3.836615360E-4	4.010267148E-4
5.533977528E-4	5.196289276E-4	5.485986476E-4
2.133508387E-4	2.155443217E-4	2.502633433E-4
5.054532085E-4	5.437199143E-4	5.270921392E-4
3.584349470E-4	3.479323641E-4	3.530634858E-4
5.106795579E-4	5.300546763E-4	5.216892459E-4
1.219042533E-4	9.741190297E-5	1.418549364E-4
4.736121045E-4	4.872884310E-4	4.817141744E-4
6.205133395E-4	6.461741286E-4	6.570082041E-4
3.355933004E-4	2.753513400E-4	2.880291431E-4
6.523996126E-4	6.164024817E-4	6.263948162E-4
7.948248822E-5	8.659992454E-5	1.095249245E-4
7.824233035E-4	7.494018064E-4	7.672173087E-4
8.160011203E-5	8.590578364E-5	7.936112524E-5
8.557658875E-4	8.553644293E-4	8.259194437E-4
-3.520527025E-5	-3.223931708E-5	-4.856084706E-5
6.796526723E-4	7.057926268E-4	6.764669088E-4
2.675180731E-4	2.688282111E-4	2.488343453E-4
5.135323736E-4	4.950865405E-4	5.183705362E-4
6.514421548E-4	6.472028326E-4	6.528434460E-4
2.582911111E-4	2.457571973E-4	2.763987286E-4
7.299248246E-4	7.322915480E-4	7.228617324E-4
3.550371548E-5	4.343447654E-5	7.319984434E-5
