-7.197624969E+1	-7.361820984E+1	-7.517350006E+1
-8.578532410E+1	-8.876559448E+1	-7.380461121E+1
-7.104521179E+1	-7.412092590E+1	-7.735257721E+1
-7.227719116E+1	-7.801821899E+1	-7.108046722E+1
-7.195586395E+1	-6.984650421E+1	-7.102960205E+1
-7.703310394E+1	-7.534751892E+1	-7.286077118E+1
-7.880946350E+1	-8.438055420E+1	-8.420063019E+1
-6.423876953E+1	-6.409426117E+1	-6.386565781E+1
-7.613232422E+1	-7.963541412E+1	-7.942575073E+1
-7.859145355E+1	-7.678710175E+1	-7.680111694E+1
-7.166410065E+1	-7.313378906E+1	-7.322277832E+1
-8.234177399E+1	-8.285023499E+1	-8.480919647E+1
-7.377030945E+1	-7.569544983E+1	-7.390383148E+1
-6.958931732E+1	-7.220978546E+1	-7.164186096E+1
-7.168547058E+1	-6.968971252E+1	-6.751050568E+1
-7.119361115E+1	-7.223045349E+1	-7.230622864E+1
-6.839681244E+1	-6.721489716E+1	-6.916904449E+1
-6.285813904E+1	-6.287435913E+1	-6.415545654E+1
-7.318522644E+1	-7.641268921E+1	-8.306203461E+1
-6.372448349E+1	-6.455476379E+1	-6.544154358E+1
-6.838295746E+1	-7.158499146E+1	-7.163899994E+1
-6.715944672E+1	-6.610121918E+1	-6.899571228E+1
-7.047402954E+1	-6.981096649E+1	-7.101231384E+1
-7.216376495E+1	-7.371288300E+1	-7.353872681E+1
-7.011493683E+1	-6.992200470E+1	-6.914579773E+1
-6.992894745E+1	-6.878614807E+1	-7.017335510E+1
-5.744985199E+1	-5.759511185E+1	-5.738034821E+1
-6.385125351E+1	-6.504890442E+1	-6.390749359E+1
-7.038227844E+1	-6.873849487E+1	-7.003913116E+1
-6.225389481E+1	-6.228365707E+1	-6.244634247E+1
-6.885815430E+1	-7.027694702E+1	-6.852717590E+1
-5.720769501E+1	-5.723971176E+1	-5.695236969E+1
-6.400507355E+1	-6.349641037E+1	-6.356849289E+1
-5.923196411E+1	-5.934962463E+1	-5.905836487E+1
-6.798618317E+1	-6.821446991E+1	-6.816931152E+1
-6.139329529E+1	-6.196043015E+1	-6.150127792E+1
-6.193513489E+1	-6.167530060E+1	-6.263201141E+1
-6.439987183E+1	-6.499390411E+1	-6.477937317E+1
-6.482456207E+1	-6.415513611E+1	-6.465611267E+1
-6.228268433E+1	-6.233157730E+1	-6.235818481E+1
-6.813471985E+1	-6.806671143E+1	-6.905516815E+1
-5.716237640E+1	-5.739477539E+1	-5.741673660E+1
-5.720941544E+1	-5.712928391E+1	-5.711974335E+1
-5.341606903E+1	-5.348425674E+1	-5.340111923E+1
-5.252867126E+1	-5.249552917E+1	-5.250255966E+1
-5.518768311E+1	-5.519018936E+1	-5.510017014E+1
-5.572041702E+1	-5.568455505E+1	-5.560326004E+1
-5.894633102E+1	-5.929323959E+1	-5.881370163E+1
-5.873292923E+1	-5.914813232E+1	-5.894170380E+1
-6.340113449E+1	-6.289079285E+1	-6.339710236E+1
-6.443862915E+1	-6.452069855E+1	-6.424491119E+1
-6.019183731E+1	-5.999229050E+1	-6.012587357E+1
-4.912849045E+1	-4.910394669E+1	-4.917882156E+1
-4.558580017E+1	-4.563735580E+1	-4.557838058E+1
-3.882546234E+1	-3.885916138E+1	-3.883574295E+1
-3.659393692E+1	-3.659162903E+1	-3.659768295E+1
-3.316728973E+1	-3.319317627E+1	-3.321010590E+1
-3.086157990E+1	-3.086664200E+1	-3.086157227E+1
-2.943458366E+1	-2.944031906E+1	-2.944260025E+1
-2.882470131E+1	-2.882151794E+1	-2.882113457E+1
-2.699487114E+1	-2.699717712E+1	-2.700107765E+1
-2.723251915E+1	-2.723009491E+1	-2.722624397E+1
-2.805535889E+1	-2.804745483E+1	-2.805456161E+1
-2.724254608E+1	-2.724394417E+1	-2.725223160E+1
-2.808419228E+1	-2.808975983E+1	-2.808247566E+1
-3.038090897E+1	-3.038203430E+1	-3.038203430E+1
-3.194947815E+1	-3.194494629E+1	-3.195519829E+1
-3.409362411E+1	-3.409785080E+1	-3.409207916E+1
-3.491725159E+1	-3.491801071E+1	-3.491056824E+1
-3.846103668E+1	-3.846559143E+1	-3.846201706E+1
-4.080198288E+1	-4.078341293E+1	-4.080099487E+1
-4.854541016E+1	-4.861978912E+1	-4.866816330E+1
-5.059669113E+1	-5.062964249E+1	-5.064465714E+1
-5.993088913E+1	-5.992810059E+1	-6.001206207E+1
-6.482330322E+1	-6.466550446E+1	-6.465831757E+1
-6.112602234E+1	-6.102920532E+1	-6.110142517E+1
-5.483668137E+1	-5.489107132E+1	-5.489599609E+1
-5.262582016E+1	-5.264558411E+1	-5.259377670E+1
-5.144462585E+1	-5.143003464E+1	-5.144126892E+1
-5.003118134E+1	-5.005450821E+1	-4.985993195E+1
-5.114311600E+1	-5.103472519E+1	-5.103403473E+1
-5.009931564E+1	-5.014554977E+1	-5.014624023E+1
-5.375888824E+1	-5.354216385E+1	-5.364777756E+1
-5.275392532E+1	-5.280673218E+1	-5.281334305E+1
-5.831691742E+1	-5.805414963E+1	-5.806447983E+1
-5.778683090E+1	-5.760874557E+1	-5.770193481E+1
-5.959414673E+1	-5.966957474E+1	-5.983328247E+1
-5.984016800E+1	-5.985947037E+1	-5.981692886E+1
-6.409812927E+1	-6.412220001E+1	-6.405024719E+1
-5.555958939E+1	-5.554840088E+1	-5.568412399E+1
-6.485808563E+1	-6.506462860E+1	-6.475338745E+1
-5.217951584E+1	-5.211829376E+1	-5.215512466E+1
-7.382444763E+1	-7.269426727E+1	-7.397737122E+1
-5.382776260E+1	-5.390425873E+1	-5.386600494E+1
-8.258950043E+1	-8.324847412E+1	-8.095065308E+1
-5.576860046E+1	-5.581811905E+1	-5.599205017E+1
-6.870587921E+1	-6.905894470E+1	-6.944054413E+1
-5.717331696E+1	-5.731774139E+1	-5.715462494E+1
-5.700337601E+1	-5.698345947E+1	-5.692433167E+1
-5.511653519E+1	-5.533808517E+1	-5.502934647E+1
-5.674083328E+1	-5.665640640E+1	-5.661154938E+1
-5.814084625E+1	-5.813308334E+1	-5.805005264E+1
-5.880305099E+1	-5.893381500E+1	-5.885309219E+1
-5.733363342E+1	-5.737145615E+1	-5.734913254E+1
-5.774594498E+1	-5.763071442E+1	-5.780291748E+1
-5.587853622E+1	-5.589559555E+1	-5.589617157E+1
-6.085140610E+1	-6.090052795E+1	-6.074122620E+1
-5.909270477E+1	-5.909365082E+1	-5.922165680E+1
-5.845755768E+1	-5.820972824E+1	-5.824216461E+1
-5.755777359E+1	-5.758015442E+1	-5.750262451E+1
-5.944439316E+1	-5.933676529E+1	-5.953539658E+1
-5.527911758E+1	-5.521792984E+1	-5.529668045E+1
-5.769591141E+1	-5.770708847E+1	-5.765630341E+1
-6.210818863E+1	-6.213219452E+1	-6.236399460E+1
-5.532427216E+1	-5.536421967E+1	-5.545950317E+1
-5.940709686E+1	-5.936000061E+1	-5.945391846E+1
-5.524482727E+1	-5.531708145E+1	-5.528777313E+1
-5.498737335E+1	-5.503433990E+1	-5.502334976E+1
-5.189556503E+1	-5.188883972E+1	-5.195083237E+1
-5.823646545E+1	-5.829338455E+1	-5.836647797E+1
-5.410125732E+1	-5.415277481E+1	-5.426305008E+1
-5.540518951E+1	-5.530134583E+1	-5.535580444E+1
-5.641160583E+1	-5.645027924E+1	-5.632223511E+1
-5.820534897E+1	-5.828637695E+1	-5.813414001E+1
-5.158521652E+1	-5.167980576E+1	-5.155384445E+1
